,file,label
0,VC_OYG_KATHY.WAV,0
1,VC_EYDH_KATHY.WAV,0
2,VC_AWV_BRUCE.WAV,0
3,CV_CHUH_JUNIOR.WAV,1
4,VC_UWW_VICTORIA.WAV,0
5,VC_AECH_ALEX.WAV,0
6,VC_EYS_ALEX.WAV,0
7,CV_DIY_VICTORIA.WAV,1
8,CV_SHAW_BRUCE.WAV,1
9,CV_KUH_VICTORIA.WAV,1
10,VC_IYL_KATHY.WAV,0
11,CV_ZIY_BRUCE.WAV,1
12,VC_AOF_KATHY.WAV,0
13,VC_UHZ_KATHY.WAV,0
14,CV_DHOY_PRINCESS.WAV,1
15,CV_YEH_RALPH.WAV,1
16,CV_KIH_ALEX.WAV,1
17,CV_RAY_FRED.WAV,1
18,CV_MIY_ALEX.WAV,1
19,CV_LUH_KATHY.WAV,1
20,CV_JHUH_VICTORIA.WAV,1
21,VC_EHB_ALEX.WAV,0
22,VC_IYZH_FRED.WAV,0
23,CV_NOY_JUNIOR.WAV,1
24,CV_DAO_ALEX.WAV,1
25,VC_UWN_BRUCE.WAV,0
26,CV_WAA_VICKI.WAV,1
27,VC_OWNG_FRED.WAV,0
28,CV_TEY_FRED.WAV,1
29,VC_AHNG_JUNIOR.WAV,0
30,VC_OWM_VICTORIA.WAV,0
31,VC_EYT_JUNIOR.WAV,0
32,VC_IYSH_VICKI.WAV,0
33,VC_UWZH_VICTORIA.WAV,0
34,VC_UHL_VICKI.WAV,0
35,CV_TAA_JUNIOR.WAV,1
36,CV_THUH_KATHY.WAV,1
37,CV_NAO_VICTORIA.WAV,1
38,VC_EYY_RALPH.WAV,0
39,VC_AWD_KATHY.WAV,0
40,CV_GIY_AGNES.WAV,1
41,CV_HHAY_RALPH.WAV,1
42,VC_UHK_VICTORIA.WAV,0
43,VC_AHS_AGNES.WAV,0
44,CV_SAY_BRUCE.WAV,1
45,CV_DHUW_BRUCE.WAV,1
46,CV_TAY_AGNES.WAV,1
47,CV_NGUW_FRED.WAV,1
48,CV_DHOY_KATHY.WAV,1
49,CV_DOY_FRED.WAV,1
50,VC_OWT_FRED.WAV,0
51,CV_ZHAA_VICTORIA.WAV,1
52,CV_KIH_BRUCE.WAV,1
53,CV_CHEY_BRUCE.WAV,1
54,VC_UHL_KATHY.WAV,0
55,VC_AOTH_RALPH.WAV,0
56,VC_AAJH_VICKI.WAV,0
57,VC_AOF_RALPH.WAV,0
58,CV_NGAE_JUNIOR.WAV,1
59,CV_SHUH_JUNIOR.WAV,1
60,CV_THAA_AGNES.WAV,1
61,CV_KIY_JUNIOR.WAV,1
62,VC_AAS_KATHY.WAV,0
63,CV_DAY_AGNES.WAV,1
64,CV_FEY_KATHY.WAV,1
65,VC_UHL_BRUCE.WAV,0
66,CV_DUW_VICKI.WAV,1
67,VC_UHD_ALEX.WAV,0
68,VC_OYD_AGNES.WAV,0
69,VC_AYHH_VICKI.WAV,0
70,CV_DAE_RALPH.WAV,1
71,VC_AOY_FRED.WAV,0
72,CV_DHOW_VICKI.WAV,1
73,CV_REY_ALEX.WAV,1
74,CV_THOW_ALEX.WAV,1
75,CV_ZUW_VICKI.WAV,1
76,VC_UWTH_VICTORIA.WAV,0
77,CV_NUH_BRUCE.WAV,1
78,VC_OYR_FRED.WAV,0
79,VC_AHY_JUNIOR.WAV,0
80,CV_NAE_ALEX.WAV,1
81,CV_FIH_BRUCE.WAV,1
82,CV_THAH_FRED.WAV,1
83,VC_OYY_VICTORIA.WAV,0
84,CV_MAW_FRED.WAV,1
85,CV_ZAO_VICKI.WAV,1
86,CV_SHUW_BRUCE.WAV,1
87,VC_AWR_VICTORIA.WAV,0
88,VC_AEL_VICTORIA.WAV,0
89,VC_ERDH_VICKI.WAV,0
90,CV_TOW_FRED.WAV,1
91,VC_AYL_BRUCE.WAV,0
92,VC_IYL_RALPH.WAV,0
93,CV_DOY_VICTORIA.WAV,1
94,VC_AHD_VICTORIA.WAV,0
95,VC_AWW_JUNIOR.WAV,0
96,CV_BUW_PRINCESS.WAV,1
97,VC_AASH_AGNES.WAV,0
98,CV_ZHOY_VICTORIA.WAV,1
99,CV_SUH_RALPH.WAV,1
100,VC_EYJH_BRUCE.WAV,0
101,CV_ZHAA_VICKI.WAV,1
102,CV_RAA_PRINCESS.WAV,1
103,CV_KAO_BRUCE.WAV,1
104,CV_NAO_PRINCESS.WAV,1
105,VC_UHTH_BRUCE.WAV,0
106,VC_IYN_BRUCE.WAV,0
107,CV_KEH_ALEX.WAV,1
108,CV_BAA_AGNES.WAV,1
109,VC_AHD_ALEX.WAV,0
110,VC_AAV_JUNIOR.WAV,0
111,CV_DHAO_VICKI.WAV,1
112,CV_NEH_ALEX.WAV,1
113,VC_AACH_ALEX.WAV,0
114,VC_OWW_FRED.WAV,0
115,VC_AOM_BRUCE.WAV,0
116,VC_OWTH_AGNES.WAV,0
117,CV_SHIY_VICKI.WAV,1
118,CV_KIH_FRED.WAV,1
119,CV_DAE_AGNES.WAV,1
120,VC_AOCH_JUNIOR.WAV,0
121,CV_PEH_JUNIOR.WAV,1
122,CV_YAE_VICKI.WAV,1
123,CV_HHAY_ALEX.WAV,1
124,CV_RUW_JUNIOR.WAV,1
125,VC_AYJH_AGNES.WAV,0
126,CV_CHIY_KATHY.WAV,1
127,VC_IHHH_AGNES.WAV,0
128,CV_PAH_VICKI.WAV,1
129,CV_BAW_BRUCE.WAV,1
130,CV_KUH_RALPH.WAV,1
131,CV_DAO_AGNES.WAV,1
132,CV_NGIY_BRUCE.WAV,1
133,CV_BEH_ALEX.WAV,1
134,VC_IYW_JUNIOR.WAV,0
135,CV_JHUH_AGNES.WAV,1
136,CV_WER_VICTORIA.WAV,1
137,CV_TEH_KATHY.WAV,1
138,VC_AWR_JUNIOR.WAV,0
139,VC_UHG_FRED.WAV,0
140,CV_TUW_FRED.WAV,1
141,CV_FAW_RALPH.WAV,1
142,CV_ZHUW_RALPH.WAV,1
143,CV_WER_ALEX.WAV,1
144,VC_AHNG_RALPH.WAV,0
145,VC_EYY_ALEX.WAV,0
146,CV_ZHOY_AGNES.WAV,1
147,VC_IYV_VICTORIA.WAV,0
148,VC_ERNG_AGNES.WAV,0
149,CV_HHIH_BRUCE.WAV,1
150,VC_AYD_RALPH.WAV,0
151,VC_EHB_AGNES.WAV,0
152,VC_IHNG_PRINCESS.WAV,0
153,VC_OWTH_ALEX.WAV,0
154,VC_AWNG_VICTORIA.WAV,0
155,VC_IHCH_ALEX.WAV,0
156,VC_IHHH_VICTORIA.WAV,0
157,VC_EHV_JUNIOR.WAV,0
158,VC_AWTH_JUNIOR.WAV,0
159,VC_AWZ_AGNES.WAV,0
160,VC_UWHH_RALPH.WAV,0
161,CV_DHUH_PRINCESS.WAV,1
162,CV_LUH_VICTORIA.WAV,1
163,CV_RIH_KATHY.WAV,1
164,CV_KUW_VICKI.WAV,1
165,CV_RAA_AGNES.WAV,1
166,CV_NGUH_VICKI.WAV,1
167,VC_IHSH_VICTORIA.WAV,0
168,VC_AYHH_AGNES.WAV,0
169,VC_UHF_VICKI.WAV,0
170,VC_EYZ_BRUCE.WAV,0
171,VC_UWDH_ALEX.WAV,0
172,VC_UWS_BRUCE.WAV,0
173,CV_CHIY_ALEX.WAV,1
174,CV_LOW_AGNES.WAV,1
175,CV_KER_JUNIOR.WAV,1
176,CV_DAH_AGNES.WAV,1
177,CV_GER_VICKI.WAV,1
178,VC_ERN_VICKI.WAV,0
179,VC_IHB_VICKI.WAV,0
180,CV_ZHAW_VICKI.WAV,1
181,VC_IYT_VICTORIA.WAV,0
182,CV_ZHAW_BRUCE.WAV,1
183,VC_AYP_JUNIOR.WAV,0
184,CV_ZUH_VICTORIA.WAV,1
185,CV_KAY_RALPH.WAV,1
186,CV_NAE_VICKI.WAV,1
187,VC_IHN_VICKI.WAV,0
188,VC_OYTH_AGNES.WAV,0
189,VC_OYK_VICTORIA.WAV,0
190,VC_EHCH_VICKI.WAV,0
191,CV_THAW_JUNIOR.WAV,1
192,VC_AYJH_ALEX.WAV,0
193,CV_PIH_VICKI.WAV,1
194,CV_CHUH_FRED.WAV,1
195,CV_WAA_FRED.WAV,1
196,CV_KUW_PRINCESS.WAV,1
197,VC_IYN_ALEX.WAV,0
198,VC_IHTH_KATHY.WAV,0
199,VC_OWW_BRUCE.WAV,0
200,VC_AHM_FRED.WAV,0
201,VC_AENG_FRED.WAV,0
202,VC_EHY_KATHY.WAV,0
203,VC_IYB_JUNIOR.WAV,0
204,CV_NGIH_AGNES.WAV,1
205,CV_WUH_KATHY.WAV,1
206,CV_BIY_VICKI.WAV,1
207,VC_IHW_AGNES.WAV,0
208,CV_TOW_ALEX.WAV,1
209,VC_EHY_PRINCESS.WAV,0
210,VC_UHR_RALPH.WAV,0
211,VC_IHV_JUNIOR.WAV,0
212,CV_HHOW_FRED.WAV,1
213,VC_EHW_KATHY.WAV,0
214,VC_OYK_JUNIOR.WAV,0
215,CV_KER_KATHY.WAV,1
216,VC_AOD_VICTORIA.WAV,0
217,CV_NIH_AGNES.WAV,1
218,CV_SEH_BRUCE.WAV,1
219,CV_POY_JUNIOR.WAV,1
220,CV_YUH_PRINCESS.WAV,1
221,CV_VOW_VICKI.WAV,1
222,VC_IYR_AGNES.WAV,0
223,CV_ZER_JUNIOR.WAV,1
224,CV_WAY_PRINCESS.WAV,1
225,CV_ZHIH_VICTORIA.WAV,1
226,VC_OWL_VICKI.WAV,0
227,CV_ZHIY_PRINCESS.WAV,1
228,VC_IHT_VICKI.WAV,0
229,VC_EYB_FRED.WAV,0
230,CV_HHAA_KATHY.WAV,1
231,VC_AHSH_BRUCE.WAV,0
232,VC_OWDH_ALEX.WAV,0
233,CV_YUW_KATHY.WAV,1
234,CV_PAO_RALPH.WAV,1
235,VC_IYJH_JUNIOR.WAV,0
236,VC_ERZH_AGNES.WAV,0
237,CV_ZHAH_RALPH.WAV,1
238,CV_ZAE_VICTORIA.WAV,1
239,CV_THAH_JUNIOR.WAV,1
240,VC_UHD_VICKI.WAV,0
241,VC_IYW_FRED.WAV,0
242,CV_ZEH_FRED.WAV,1
243,CV_DHAY_RALPH.WAV,1
244,CV_YEH_VICKI.WAV,1
245,CV_KIY_PRINCESS.WAV,1
246,VC_IYCH_VICKI.WAV,0
247,CV_FEH_KATHY.WAV,1
248,VC_IYCH_FRED.WAV,0
249,CV_SEH_KATHY.WAV,1
250,VC_UHL_FRED.WAV,0
251,CV_ZHEH_ALEX.WAV,1
252,VC_EHG_RALPH.WAV,0
253,CV_VEY_JUNIOR.WAV,1
254,VC_EYSH_BRUCE.WAV,0
255,CV_YAA_AGNES.WAV,1
256,CV_DOY_ALEX.WAV,1
257,CV_VEY_RALPH.WAV,1
258,CV_ZHAE_JUNIOR.WAV,1
259,CV_TAE_KATHY.WAV,1
260,CV_DHAY_FRED.WAV,1
261,VC_AWW_BRUCE.WAV,0
262,VC_EHJH_FRED.WAV,0
263,VC_AWL_AGNES.WAV,0
264,VC_AYW_ALEX.WAV,0
265,VC_AEV_RALPH.WAV,0
266,VC_UHNG_VICTORIA.WAV,0
267,VC_OWJH_JUNIOR.WAV,0
268,CV_JHUH_JUNIOR.WAV,1
269,VC_IYK_RALPH.WAV,0
270,CV_ZHOY_VICKI.WAV,1
271,CV_JHIH_RALPH.WAV,1
272,VC_ERR_ALEX.WAV,0
273,CV_FUH_PRINCESS.WAV,1
274,VC_IYL_AGNES.WAV,0
275,CV_YUW_RALPH.WAV,1
276,CV_WOW_AGNES.WAV,1
277,CV_VUH_VICTORIA.WAV,1
278,CV_SHEY_RALPH.WAV,1
279,CV_THOW_AGNES.WAV,1
280,CV_HHUH_PRINCESS.WAV,1
281,VC_UWT_KATHY.WAV,0
282,CV_DIH_KATHY.WAV,1
283,VC_IYP_JUNIOR.WAV,0
284,VC_UWTH_AGNES.WAV,0
285,CV_NGEH_AGNES.WAV,1
286,VC_UWSH_KATHY.WAV,0
287,VC_AAG_VICTORIA.WAV,0
288,VC_UHF_RALPH.WAV,0
289,VC_UWG_KATHY.WAV,0
290,VC_IYG_VICTORIA.WAV,0
291,VC_IYHH_AGNES.WAV,0
292,CV_VAE_BRUCE.WAV,1
293,CV_DHAY_PRINCESS.WAV,1
294,VC_AYN_BRUCE.WAV,0
295,VC_AYV_PRINCESS.WAV,0
296,CV_RER_PRINCESS.WAV,1
297,CV_FAY_AGNES.WAV,1
298,VC_AYF_VICKI.WAV,0
299,VC_AWF_VICTORIA.WAV,0
300,CV_NGOY_VICKI.WAV,1
301,VC_EHM_KATHY.WAV,0
302,CV_WOY_RALPH.WAV,1
303,VC_AAR_VICKI.WAV,0
304,VC_AAS_FRED.WAV,0
305,CV_ZHEY_ALEX.WAV,1
306,CV_BER_PRINCESS.WAV,1
307,VC_OYV_JUNIOR.WAV,0
308,VC_EHM_PRINCESS.WAV,0
309,CV_SHIY_AGNES.WAV,1
310,VC_AHK_KATHY.WAV,0
311,CV_FEH_VICKI.WAV,1
312,CV_ZHOY_BRUCE.WAV,1
313,VC_AHK_JUNIOR.WAV,0
314,CV_BAY_VICTORIA.WAV,1
315,VC_AATH_RALPH.WAV,0
316,VC_AWT_ALEX.WAV,0
317,CV_BUH_FRED.WAV,1
318,VC_EHJH_VICTORIA.WAV,0
319,CV_GAE_JUNIOR.WAV,1
320,CV_DHIH_AGNES.WAV,1
321,VC_OWZH_JUNIOR.WAV,0
322,CV_NGIY_VICKI.WAV,1
323,VC_UWL_VICTORIA.WAV,0
324,VC_UHTH_RALPH.WAV,0
325,CV_MUH_RALPH.WAV,1
326,CV_TAE_ALEX.WAV,1
327,VC_EYB_VICTORIA.WAV,0
328,VC_IYJH_ALEX.WAV,0
329,VC_UWV_PRINCESS.WAV,0
330,CV_KER_PRINCESS.WAV,1
331,VC_OWT_ALEX.WAV,0
332,CV_TAO_FRED.WAV,1
333,VC_AHCH_AGNES.WAV,0
334,VC_AYN_KATHY.WAV,0
335,VC_AEG_BRUCE.WAV,0
336,VC_AAJH_FRED.WAV,0
337,CV_NGAE_AGNES.WAV,1
338,CV_GOY_AGNES.WAV,1
339,CV_FEH_JUNIOR.WAV,1
340,CV_WIH_PRINCESS.WAV,1
341,CV_KOW_KATHY.WAV,1
342,VC_ERHH_BRUCE.WAV,0
343,VC_AOTH_BRUCE.WAV,0
344,CV_MEH_PRINCESS.WAV,1
345,VC_AYP_KATHY.WAV,0
346,VC_OWY_VICTORIA.WAV,0
347,CV_ZEH_VICTORIA.WAV,1
348,VC_UWG_JUNIOR.WAV,0
349,CV_HHAO_FRED.WAV,1
350,VC_OWS_BRUCE.WAV,0
351,VC_UHN_AGNES.WAV,0
352,VC_AAN_KATHY.WAV,0
353,CV_NAW_AGNES.WAV,1
354,CV_RAO_VICKI.WAV,1
355,VC_AWHH_VICTORIA.WAV,0
356,CV_GER_VICTORIA.WAV,1
357,CV_DHER_RALPH.WAV,1
358,VC_IHG_FRED.WAV,0
359,CV_DUW_RALPH.WAV,1
360,VC_UHJH_VICTORIA.WAV,0
361,VC_AWK_VICKI.WAV,0
362,VC_AWCH_FRED.WAV,0
363,CV_KAO_VICKI.WAV,1
364,VC_AOG_AGNES.WAV,0
365,CV_DHUH_VICTORIA.WAV,1
366,CV_SHOW_JUNIOR.WAV,1
367,VC_IHHH_KATHY.WAV,0
368,CV_SHAY_KATHY.WAV,1
369,VC_AAZ_FRED.WAV,0
370,VC_EYV_BRUCE.WAV,0
371,VC_EHCH_KATHY.WAV,0
372,CV_THAA_KATHY.WAV,1
373,VC_AAM_ALEX.WAV,0
374,VC_EHJH_PRINCESS.WAV,0
375,CV_NAW_BRUCE.WAV,1
376,CV_DAW_VICKI.WAV,1
377,CV_THAA_BRUCE.WAV,1
378,CV_NER_PRINCESS.WAV,1
379,CV_ZHAH_VICTORIA.WAV,1
380,VC_UWP_AGNES.WAV,0
381,CV_RUW_VICTORIA.WAV,1
382,VC_AENG_BRUCE.WAV,0
383,VC_AAZH_ALEX.WAV,0
384,VC_AOTH_VICTORIA.WAV,0
385,VC_OWW_PRINCESS.WAV,0
386,CV_TIH_KATHY.WAV,1
387,CV_FAE_JUNIOR.WAV,1
388,CV_FUW_BRUCE.WAV,1
389,VC_AHZ_PRINCESS.WAV,0
390,VC_ERZH_PRINCESS.WAV,0
391,VC_ERM_AGNES.WAV,0
392,CV_BIH_VICKI.WAV,1
393,VC_AYZ_VICTORIA.WAV,0
394,CV_NGOY_KATHY.WAV,1
395,CV_TAA_VICKI.WAV,1
396,CV_DHIH_PRINCESS.WAV,1
397,CV_CHIH_PRINCESS.WAV,1
398,CV_ZAA_PRINCESS.WAV,1
399,VC_AHV_ALEX.WAV,0
400,VC_AWZ_PRINCESS.WAV,0
401,CV_REH_PRINCESS.WAV,1
402,CV_CHER_FRED.WAV,1
403,CV_SHAA_AGNES.WAV,1
404,CV_ZHEH_PRINCESS.WAV,1
405,VC_AOM_ALEX.WAV,0
406,CV_JHAE_FRED.WAV,1
407,CV_VAW_BRUCE.WAV,1
408,CV_PIY_FRED.WAV,1
409,VC_AASH_JUNIOR.WAV,0
410,CV_SUW_VICKI.WAV,1
411,VC_ERF_RALPH.WAV,0
412,VC_AWR_VICKI.WAV,0
413,CV_TAO_VICTORIA.WAV,1
414,VC_UHD_KATHY.WAV,0
415,CV_ZHOY_KATHY.WAV,1
416,VC_EHN_BRUCE.WAV,0
417,VC_OWNG_AGNES.WAV,0
418,VC_AEB_ALEX.WAV,0
419,CV_MOY_KATHY.WAV,1
420,CV_RIH_ALEX.WAV,1
421,VC_AWV_RALPH.WAV,0
422,VC_UWD_BRUCE.WAV,0
423,CV_CHAH_VICKI.WAV,1
424,VC_EHNG_KATHY.WAV,0
425,CV_RUH_BRUCE.WAV,1
426,CV_SHOY_KATHY.WAV,1
427,CV_PAW_AGNES.WAV,1
428,VC_UHCH_AGNES.WAV,0
429,VC_OWHH_VICKI.WAV,0
430,VC_EHP_KATHY.WAV,0
431,VC_AHM_JUNIOR.WAV,0
432,VC_AON_VICKI.WAV,0
433,CV_RUH_KATHY.WAV,1
434,VC_AOD_JUNIOR.WAV,0
435,CV_FUH_AGNES.WAV,1
436,VC_AHG_JUNIOR.WAV,0
437,CV_FAO_RALPH.WAV,1
438,VC_EYW_VICTORIA.WAV,0
439,VC_EYCH_KATHY.WAV,0
440,VC_ERG_RALPH.WAV,0
441,VC_AHG_FRED.WAV,0
442,VC_EYCH_AGNES.WAV,0
443,VC_AAL_RALPH.WAV,0
444,CV_JHOW_VICTORIA.WAV,1
445,CV_MOY_VICTORIA.WAV,1
446,CV_YEY_VICTORIA.WAV,1
447,CV_CHUW_KATHY.WAV,1
448,CV_YOY_JUNIOR.WAV,1
449,VC_OWY_FRED.WAV,0
450,CV_ZHAY_PRINCESS.WAV,1
451,VC_OWN_FRED.WAV,0
452,CV_DUH_VICKI.WAV,1
453,VC_AOL_AGNES.WAV,0
454,CV_CHAE_KATHY.WAV,1
455,CV_CHAO_VICTORIA.WAV,1
456,VC_IYG_ALEX.WAV,0
457,VC_AHV_VICTORIA.WAV,0
458,VC_UWR_FRED.WAV,0
459,CV_CHIH_BRUCE.WAV,1
460,CV_DHAY_BRUCE.WAV,1
461,VC_ERCH_BRUCE.WAV,0
462,CV_NAE_BRUCE.WAV,1
463,CV_KEY_PRINCESS.WAV,1
464,VC_AOCH_FRED.WAV,0
465,VC_AYS_ALEX.WAV,0
466,CV_DHEY_ALEX.WAV,1
467,CV_BEH_PRINCESS.WAV,1
468,VC_AAN_VICKI.WAV,0
469,CV_PAW_JUNIOR.WAV,1
470,CV_DHAW_ALEX.WAV,1
471,CV_NGOY_AGNES.WAV,1
472,VC_EYD_VICKI.WAV,0
473,VC_IYY_PRINCESS.WAV,0
474,CV_LAW_ALEX.WAV,1
475,CV_BEY_ALEX.WAV,1
476,CV_TEY_RALPH.WAV,1
477,VC_AHF_JUNIOR.WAV,0
478,VC_OWS_RALPH.WAV,0
479,VC_IHK_AGNES.WAV,0
480,VC_AYTH_FRED.WAV,0
481,CV_VIH_KATHY.WAV,1
482,VC_OWCH_VICTORIA.WAV,0
483,CV_NAA_JUNIOR.WAV,1
484,CV_ZEH_AGNES.WAV,1
485,VC_AAP_KATHY.WAV,0
486,CV_HHAE_RALPH.WAV,1
487,CV_VAE_RALPH.WAV,1
488,CV_VOY_BRUCE.WAV,1
489,CV_FAY_VICTORIA.WAV,1
490,CV_PIY_AGNES.WAV,1
491,CV_LUW_VICTORIA.WAV,1
492,CV_KAY_JUNIOR.WAV,1
493,CV_MIY_KATHY.WAV,1
494,CV_PIY_VICTORIA.WAV,1
495,CV_ZHEY_FRED.WAV,1
496,VC_EYP_JUNIOR.WAV,0
497,CV_WER_VICKI.WAV,1
498,VC_IYTH_PRINCESS.WAV,0
499,CV_SAW_KATHY.WAV,1
500,CV_VIY_PRINCESS.WAV,1
501,CV_MOW_VICKI.WAV,1
502,CV_RER_BRUCE.WAV,1
503,VC_AWY_BRUCE.WAV,0
504,VC_OYB_RALPH.WAV,0
505,CV_LAH_BRUCE.WAV,1
506,VC_AYD_FRED.WAV,0
507,CV_NAO_ALEX.WAV,1
